911,PRAKASH JOSHI,Indian National Congress,434916,3207,438123,S284
912,AKHTAR ALI,Bahujan Samaj Party,23276,179,23455,S284
913,AKHALESH KUMAR,Akhil Bhartiya Parivar Party,4871,31,4902,S284
914,HITESH PATHAK,Independent,4287,28,4315,S284
915,RAMESH KUMAR MAX,Independent,3271,29,3300,S284
916,AMAR SINGH SAINI,Peoples Party of India (Democratic),2963,24,2987,S284
917,JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,2292,18,2310,S284
918,SHIB SINGH,Uttarakhand Kranti Dal,1809,46,1855,S284
919,SURENDRA SINGH,Bhartiya Shakti Chetna Party,1655,18,1673,S284
920,NOTA,None of the Above,10227,198,10425,S284
921,UTKARSH VERMA  'MADHUR',Samajwadi Party,555277,2088,557365,S2428
922,AJAY KUMAR,Bharatiya Janata Party,521954,1082,523036,S2428
923,ANSHAY KALRA,Bahujan Samaj Party,110122,338,110460,S2428
924,SANDHYA JAISWAL,Parivartan Samaj Party,3093,3,3096,S2428
925,SATENDRA KUMAR MAURYA,Independent,2980,2,2982,S2428
926,OM NATH SINGH,Rashtriya Shoshit Samaj Party,2298,2,2300,S2428
927,NARESH SINGH BHADAURIYA,Independent,2107,4,2111,S2428
928,MUKESH KUMAR  (BHARTI),Rashtriya Vikalp Party,1266,3,1269,S2428
929,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,1018,1,1019,S2428
930,DARWARI URF  DARWARI LAL  CHAUHAN,Janta Kranti Party,935,1,936,S2428
931,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,845,9,854,S2428
932,NOTA,None of the Above,7915,16,7931,S2428
933,DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party,302402,1457,303859,S195
934,YAMINI GOMAR,Indian National Congress,257936,1812,259748,S195
935,ANITA SOM PARKASH,Bharatiya Janata Party,198576,1418,199994,S195
936,SOHAN SINGH THANDAL,Shiromani Akali Dal,91503,286,91789,S195
937,RANJIT KUMAR,Bahujan Samaj Party,47975,239,48214,S195
938,JASWANT SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),20680,243,20923,S195
939,JEEVAN SINGH TAMIL,Bahujan Dravida Party,4607,14,4621,S195
940,ROHIT KUMAR TINKU,Independent,2417,2,2419,S195
941,RAJESH,Democratic Bharatiya Samaj Party,2330,6,2336,S195
942,SONU SINGH PHAGWARA,Independent,1871,13,1884,S195
943,DAVINDER SINGH,Independent,1584,33,1617,S195
944,HARDEEP SINGH,Nationalist Justice Party,1403,22,1425,S195
945,RAJPAL NADALI,Bahujan Mukti Party,1138,2,1140,S195
946,BHIMRAO YASHWANT AMBEDKAR,Global Republican Party,1034,7,1041,S195
947,SATPAL,Independent,978,15,993,S195
948,DAVINDER KUMAR SAROYA,Samaj Bhalai Morcha,923,7,930,S195
949,NOTA,None of the Above,5453,99,5552,S195
950,DR. MANSUKH MANDAVIYA,Bharatiya Janata Party,625962,7156,633118,S0611
951,LALIT VASOYA,Indian National Congress,245677,4081,249758,S0611
952,N. P. RATHOD,Bahujan Samaj Party,10560,362,10922,S0611
953,NATHABHAI BHURABHAI ODEDRA,Independent,7164,132,7296,S0611
954,LAKHANSI ODEDARA,Viro Ke Vir Indian Party,3130,33,3163,S0611
955,SOLANKI JATIN DHIRUBHAI,Independent,2469,17,2486,S0611
956,SODHA HUSHENBHAI ALIBHAI,Independent,2432,3,2435,S0611
957,RATHOD CHANDUBHAI MOHANBHAI,Independent,1705,24,1729,S0611
958,SHEKHAVA NILESHKUMAR RAMJIBHAI,Samajwadi Party,1587,22,1609,S0611
959,SIDHHAPARA HARSUKHLAL JIVANBHAI,Log Party,1059,13,1072,S0611
960,MAHEMUDBHAI SAIYAD,Independent,1023,6,1029,S0611
961,JETHAVA BIPINKUMAR BHIKHALAL,Independent,786,11,797,S0611
962,NOTA,None of the Above,13004,559,13563,S0611
963,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,S0419
964,AAKASH KUMAR SINGH,Indian National Congress,425887,995,426882,S0419
965,TRIBHUWAN RAM,Peoples Party of India (Democratic),14830,8,14838,S0419
966,MADHUSUDAN SINGH,Bahujan Samaj Party,13359,43,13402,S0419
967,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,7750,17,7767,S0419
968,NOTA,None of the Above,21662,25,21687,S0419
969,KARAN BHUSHAN SINGH,Bharatiya Janata Party,570436,827,571263,S2457
970,BHAGAT RAM,Samajwadi Party,422012,408,422420,S2457
971,NARENDRA PANDEY,Bahujan Samaj Party,44217,62,44279,S2457
972,ARUNIMA PANDEY,Independent,9230,20,9250,S2457
973,NOTA,None of the Above,14872,15,14887,S2457
974,Sasikanth Senthil,Indian National Congress,794608,2348,796956,S221
975,"Balaganapathy, V. Pon",Bharatiya Janata Party,224042,759,224801,S221
976,"Nallathambi, K.",Desiya Murpokku Dravida Kazhagam,223550,354,223904,S221
977,"Jagadesh Chander, M.",Naam Tamilar Katchi,120620,218,120838,S221
978,"Tamizhmadhi, D.",Bahujan Samaj Party,13772,38,13810,S221
979,"Ashok Priyadarshan, S.",Desiya Makkal Sakthi Katchi,2937,9,2946,S221
980,Malathi,Naadaalum Makkal Katchi,2829,24,2853,S221
981,"Mani, E.",Independent,2745,7,2752,S221
982,"Devandhran, M.",Anna MGR Dravida Makkal Kalgam,2001,7,2008,S221
983,"Manimaran, V.",Independent,1921,1,1922,S221
984,"Balakrishnan, K.",Independent,1685,5,1690,S221
985,"Bharathidasan, S.S.",Independent,1619,12,1631,S221
986,"Shakthivel, A.J.",Independent,1605,8,1613,S221
987,"Sivasankaran, V.",Independent,1105,5,1110,S221
988,NOTA,None of the Above,18908,70,18978,S221
989,DR. VIRENDRA KUMAR,Bharatiya Janata Party,713781,1269,715050,S126
990,KHUMAN URF PANKAJ AHIRWAR,Indian National Congress,311134,604,311738,S126
991,AHIRWAR DALLURAM,Bahujan Samaj Party,32604,69,32673,S126
992,AHIRWAR PANKAJ,Rashtriya Samaj Paksha,10147,11,10158,S126
993,SARJU PRASAD,Independent,5993,4,5997,S126
994,N.R. PRAJAPATI,Adarsh Nyay Rakshak Party,5475,9,5484,S126
995,BABULAL KHANGAR,Independent,4452,7,4459,S126
996,NOTA,None of the Above,12816,15,12831,S126
997,YOGENDER CHANDOLIYA,Bharatiya Janata Party,863255,3228,866483,U055
998,UDIT RAJ,Indian National Congress,574451,1183,575634,U055
999,VIJAY BAUDDH,Bahujan Samaj Party,11955,42,11997,U055
1000,SURESH KUMAR,Peoples Party of India (Democratic),2869,1,2870,U055
1001,SANJAY KUMAR SIWAL,Rashtriya Janshakti Party (Secular),2866,0,2866,U055
1002,SUBHASH,Asankhya Samaj Party,2250,0,2250,U055
1003,RAJENDER SOOD,Aam Janshakti Party,1468,10,1478,U055
1004,PRAVEEN GAUTAM,Navarang Congress Party,1455,1,1456,U055
1005,K M KAJAL,Public Political Party,1334,8,1342,U055
1006,NARESH KUMAR,Independent,1270,5,1275,U055
1007,ADVOCATE SATISH CHANDRA,Ambedkarite Party of India,1236,1,1237,U055
1008,PARMENDRA MANJHI,Independent,1102,0,1102,U055
1009,ADVOCATE DR. MAHENDER   SINGH CHURIYANA,Bahujan Dravida Party,1015,1,1016,U055
1010,CHANDER PAL SONI,Independent,891,0,891,U055
1011,ADITI,Independent,790,0,790,U055
1012,ADV. KRUPAL,Prabuddha Republican Party,673,2,675,U055
1013,NAND RAM BAGRI,Voters Party  International,638,0,638,U055
1014,SHYAM BHARTEEY,Gareeb Aadmi Party,629,3,632,U055
1015,HARI KISHAN (MECHANIC),Independent,547,1,548,U055
1016,POOJA (BHAGTANI),Bharatiya Jan Jagriti Party,504,5,509,U055
1017,NARESH KUMAR,Rashtriya Samaj Paksha,499,1,500,U055
1018,PREETI,Saman Adhikar Party,495,8,503,U055
1019,SATYA PRAKASH UTTRAKHANDI,Independent,433,1,434,U055
1020,KHILKHILAKAR,Bahujan Shoshit Samaj Sangharsh Samta Party,372,1,373,U055
1021,PRADEEP KUMAR,Independent,371,0,371,U055
1022,PUSHPA NAGRA,Independent,353,0,353,U055
1023,NOTA,None of the Above,8917,67,8984,U055
1024,PATEL UMESHBHAI BABUBHAI,Independent,42469,54,42523,U031
1025,LALUBHAI BABUBHAI PATEL,Bharatiya Janata Party,36243,55,36298,U031
1026,KETAN DAHYABHAI PATEL,Indian National Congress,11237,21,11258,U031
1027,UMESH PATEL,Navsarjan Bharat Party,545,0,545,U031
1028,SAKIL LATIF KHAN,Independent,323,0,323,U031
1029,IDRISH G MULLA,Independent,247,0,247,U031
1030,PATEL UMESHBHAI BABU,Independent,238,0,238,U031
1031,NOTA,None of the Above,977,1,978,U031
1032,SRIBHARAT MATHUKUMILI,Telugu Desam,893884,13583,907467,S014
1033,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,397821,5399,403220,S014
1034,P. SATYA REDDY,Indian National Congress,29430,837,30267,S014
1035,K.A. PAUL,Praja Shanthi Party,7529,167,7696,S014
1036,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6006,85,6091,S014
1037,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4883,1,4884,S014
1038,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2534,3,2537,S014
1039,ARUNA SRI MURALA,Independent,1991,2,1993,S014
1040,VASUPILLI SURESH,Independent,1931,2,1933,S014
1041,SONDI KRISHNA.,Independent,1811,7,1818,S014
1042,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1098,11,1109,S014
1043,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),944,6,950,S014
1044,BANNA. RAMESH,Dalita Bahujana Party,941,7,948,S014
1045,P. SATYA VANI,Pyramid Party of India,875,7,882,S014
1046,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,760,7,767,S014
1047,CHAPPIDI RAMU,Independent,756,1,757,S014
1048,M.G.M. KHAN,Independent,738,4,742,S014
1049,SHANKAR DEVARA YADAV,Independent,656,5,661,S014
1050,VENU MADHAV KARRI,Independent,646,1,647,S014
1051,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,628,10,638,S014
1052,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,628,5,633,S014
1053,PIDIDHI APPARAO,Independent,576,4,580,S014
1054,G.A.N. ANAND,Independent,543,0,543,S014
1055,VADDI. HARI GANESH,Independent,518,2,520,S014
1056,JANARDHAN PONNADA.,Independent,499,1,500,S014
1057,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,494,6,500,S014
1058,JALADI VIJAYA KUMARI,Samajwadi Party,463,3,466,S014
1059,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,443,5,448,S014
1060,GANDIKOTA RAJESH,Navataram Party,392,1,393,S014
1061,KOLLI NAGA RAJU,Independent,322,7,329,S014
1062,METTA RAMA RAO,Independent,320,6,326,S014
1063,LAGUDU. GOVINDA RAO,Independent,293,1,294,S014
1064,MALLA SRAVANI,Independent,271,2,273,S014
1065,NOTA,None of the Above,5171,142,5313,S014
1066,KRIPANATH MALLAH,Bharatiya Janata Party,541220,3873,545093,S037
1067,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,524390,2343,526733,S037
1068,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,29070,135,29205,S037
1069,JIBESH DEB,Independent,7105,4,7109,S037
1070,DEBOJYOTI NATH,Independent,5900,7,5907,S037
1071,AHAD UDDIN,Rashtriya Ulama Council,4186,6,4192,S037
1072,BINAY KRISHNA ROY,Independent,3621,7,3628,S037
1073,DILIP KUMAR,Independent,2623,7,2630,S037
1074,ROSID AHMED LASKAR,Independent,2600,1,2601,S037
1075,MUZAKKIR HASAN LASKAR,Independent,2287,4,2291,S037
1076,ABDUL BASIT TAPADAR,Independent,1912,11,1923,S037
1077,GOPAL CHANDRA PAUL,Independent,1650,7,1657,S037
1078,MD. NAZRUL ISLAM LASKAR,Independent,1382,0,1382,S037
1079,SAHEL AHMED,Independent,1110,1,1111,S037
1080,ABDUL GOFFAR TALUKDAR,Independent,1094,1,1095,S037
1081,SAFIKUR RAHMAN HAZARI,Independent,1031,0,1031,S037
1082,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),994,7,1001,S037
1083,ABDUL KALAM MAZUMDER,Independent,975,0,975,S037
1084,ALIM UDDIN MAZUMDER,Independent,881,1,882,S037
1085,ABDUL HAMEED,Independent,841,1,842,S037
1086,DEBASHISH GHOSH,Bangali Nabanirman Sena,800,17,817,S037
1087,RASHID AHMED CHOUDHURY,Independent,719,2,721,S037
1088,ABDUS  SUBHAN TAPADAR,Independent,568,3,571,S037
1089,ROKIBUL HUSSAIN CHOUDHURY,Independent,539,6,545,S037
1090,NOTA,None of the Above,2851,89,2940,S037
1091,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25405,321,25726,U061
1092,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,22837,242,23079,U061
1093,YOUSUF TP,Nationalist Congress Party,198,3,201,U061
1094,KOYA,Independent,58,3,61,U061
1095,NOTA,None of the Above,132,1,133,U061
1096,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,S1315
1097,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,S1315
1098,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,161324,490,161814,S1315
1099,AMBADAS SUKAJI GADE,Independent,14729,13,14742,S1315
1100,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),14617,27,14644,S1315
1101,ANAND RAJARAM DHULE,Independent,9807,10,9817,S1315
1102,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,S1315
1103,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,S1315
1104,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,S1315
1105,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,S1315
1106,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,S1315
1107,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,S1315
1108,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,S1315
1109,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,S1315
1110,SUNIL MOTIRAM GAJBHAR,Independent,3192,0,3192,S1315
1111,ADV ALTAF AHMED,Indian National League,2934,16,2950,S1315
1112,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,S1315
1113,ADV RAVI SHINDE,Independent,2687,14,2701,S1315
1114,SATTAR PATHAN,Independent,2461,2,2463,S1315
1115,MAHESH KAILAS NAPTE,Independent,2298,1,2299,S1315
1116,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,S1315
1117,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,S1315
1118,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),2128,22,2150,S1315
1119,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,S1315
1120,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,S1315
1121,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,S1315
1122,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,S1315
1123,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,S1315
1124,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,S1315
1125,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,S1315
1126,VIJAY DNYANBA RAUT,Independent,1115,11,1126,S1315
1127,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,S1315
1128,VASANT KISAN PAIKRAO,Independent,590,3,593,S1315
1129,NOTA,None of the Above,3079,44,3123,S1315
1130,BIJULI KALITA  MEDHI,Bharatiya Janata Party,891901,2986,894887,S035
1131,MIRA BORTHAKUR GOSWAMI,Indian National Congress,642353,1444,643797,S035
1132,DIPAK KR BORO,Voters Party  International,8494,54,8548,S035
1133,COLONEL GOKUL CHANDRA SINGHA,Independent,7644,34,7678,S035
1134,AMITABH SARMA,Ekam Sanatan Bharat Dal,7508,19,7527,S035
1135,KAZI NEKIB  AHMED,Independent,6753,8,6761,S035
1136,SAMAD CHOUDHURY,Bharatiya Gana Parishad,5081,14,5095,S035
1137,SHEJON GOYARY,Bahujan Maha Party,4826,21,4847,S035
1138,NOTA,None of the Above,20139,110,20249,S035
1139,MIAN ALTAF AHMAD,Jammu & Kashmir National Conference,517489,4347,521836,U083
1140,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,238210,1832,240042,U083
1141,ZAFAR IQBAL KHAN MANHAS,Jammu and Kashmir Apni Party,141316,879,142195,U083
1142,MOHAMAD SALEEM PARAY,Democratic Progressive Azad Party,25440,121,25561,U083
1143,ABDUL RAOUF MALIK,Independent,10566,16,10582,U083
1144,SUSHIL KUMAR SHARMA,Independent,9102,126,9228,U083
1145,ABDUL ROUF NAIK,Independent,9079,70,9149,U083
1146,SAJAD AHMAD DAR,Independent,7988,16,8004,U083
1147,IMRAN SHEIKH,Independent,7457,28,7485,U083
1148,IMTIYAZ AHMAD,National Loktantrik Party,6936,77,7013,U083
1149,ARSHEED AHMED LONE,Jammu & Kashmir National Panthers Party (Bhim),6163,226,6389,U083
1150,BALDEV KUMAR,Independent,6120,69,6189,U083
1151,ALI MOHAMMAD WANI,Independent,5238,17,5255,U083
1152,SHEIKH MUZAFAR AHMED,Jammu and Kashmir Nationalist People's Front,4774,40,4814,U083
1153,DILIP KUMAR PANDITA,Independent,3638,84,3722,U083
1154,RAVINDER SINGH,Independent,2828,134,2962,U083
1155,GULSHAN AKHTER,Independent,2778,29,2807,U083
1156,MOHAMMAD MAQBOOL TELI,Garib Democratic Party,2731,17,2748,U083
1157,SUDARSHAN SINGH,National Awami United Party,2166,216,2382,U083
1158,JAVAID AHMED,All India Forward Bloc,1534,28,1562,U083
1159,NOTA,None of the Above,5967,256,6223,U083
1160,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,S227
1161,L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,255343,1314,256657,S227
1162,K BALU,Pattali Makkal Katchi,200614,1711,202325,S227
1163,S AFSHIA NASRIN,Naam Tamilar Katchi,97985,959,98944,S227
1164,D PANDIYAN,Bahujan Samaj Party,6135,77,6212,S227
1165,A PALANI,Independent,3855,11,3866,S227
1166,K MANIGANDAN,Independent,2045,4,2049,S227
1167,INDU W,Tamil Manila Murpokku Dravida Kazhagam,1872,66,1938,S227
1168,DR A V NARENDRAN,Independent,1711,11,1722,S227
1169,M VIJAYAN,Independent,1674,4,1678,S227
1170,M BALU,Independent,1557,4,1561,S227
1171,SHETTU S,Independent,1556,5,1561,S227
1172,V BABU,United Republican Party of India,1351,15,1366,S227
1173,M THULASIRAMAN,Independent,1046,7,1053,S227
1174,D JANAKIRAMAN,Independent,831,6,837,S227
1175,S SURESH KUMAR,Independent,828,7,835,S227
1176,R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,819,2,821,S227
1177,V VINAYAGAM,Independent,727,2,729,S227
1178,VIJAYAN K,All India Jananayaka Makkal Kazhagam,624,9,633,S227
1179,SHANAVAS J,Independent,580,3,583,S227
1180,V KRISHNANANDAN,Anna MGR Dravida Makkal Kalgam,568,14,582,S227
1181,A JAYACHANDRAN,Independent,534,4,538,S227
1182,N SUGUMAR,Independent,424,8,432,S227
1183,M VIJAY,Independent,416,11,427,S227
1184,G SUDHAKAR,Independent,367,13,380,S227
1185,K VENKATESAN,Independent,261,3,264,S227
1186,NOTA,None of the Above,12423,190,12613,S227
1187,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335,8579,658914,S0118
1188,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801,3815,547616,S0118
1189,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972,1401,70373,S0118
1190,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533,56,8589,S0118
1191,BOYA SURESH,Independent,5891,9,5900,S0118
1192,T. BEECHUPALLI,Independent,5125,2,5127,S0118
1193,VIJAYA BHASKAR .REDDYPOGU,Independent,3504,4,3508,S0118
1194,PAGADALA KODANDA,Independent,3070,6,3076,S0118
1195,DEVARAPOGU MADDILETY,Independent,2576,6,2582,S0118
1196,PRAKASH REDDY RALAMPADU,Independent,2222,3,2225,S0118
1197,JAHANGIR AHMED,Social Democratic Party Of India,2058,16,2074,S0118
1198,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847,9,1856,S0118
1199,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1565,36,1601,S0118
1200,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385,5,1390,S0118
1201,URUKUNDU VADDE,Independent,1284,11,1295,S0118
1202,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1162,2,1164,S0118
1203,SUNKARA SREEDHAR,Jai Bharat National Party,1149,14,1163,S0118
1204,TARIGOPULA RAJABABU,All Peoples Party,1032,1,1033,S0118
1205,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,777,6,783,S0118
1206,NOTA,None of the Above,10394,117,10511,S0118
1207,JOTHIMANI. S,Indian National Congress,531829,3077,534906,S2223
1208,THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,366209,1881,368090,S2223
1209,SENTHILNATHAN. V.V,Bharatiya Janata Party,101517,965,102482,S2223
1210,KARUPPAIYA. R,Naam Tamilar Katchi,86962,541,87503,S2223
1211,SANKARAN. S,Bahujan Samaj Party,2665,15,2680,S2223
1212,SAKTHIVEL. R,Independent,2391,22,2413,S2223
1213,ABILAZAN. N,Independent,1916,5,1921,S2223
1214,KARTHIKPERUMAL. R,Independent,1808,1,1809,S2223
1215,KATHIRAVAN. P,Independent,1445,3,1448,S2223
1216,KARUNAMOORTHY. S,Independent,1278,0,1278,S2223
1217,MOHAMED NAZEEM. S,Independent,938,0,938,S2223
1218,PALANISAMY. N.A,Independent,934,0,934,S2223
1219,SHANMUGAM. N,Samaniya Makkal Nala Katchi,924,5,929,S2223
1220,KALAIRAJ. K,Independent,809,2,811,S2223
1221,JOTHIMANI. A.K,Independent,805,3,808,S2223
1222,KANNAN. T,Independent,782,6,788,S2223
1223,JOTHIMANI. S,Independent,774,6,780,S2223
1224,SATHASIVAM. R,Independent,728,1,729,S2223
1225,MANIKANDAN. K,Independent,685,0,685,S2223
1226,KOSAMALAR. P,Independent,641,3,644,S2223
1227,MURUGESAN. K,Ganasangam Party of India,628,2,630,S2223
1228,MAHESWARAN. A,Independent,589,1,590,S2223
1229,REGIS THIYAGARAJAN. V.G.A,Independent,570,2,572,S2223
1230,VINCENT. F,Anti Corruption Dynamic Party,510,5,515,S2223
1231,NATRAYAN. R,Independent,503,0,503,S2223
1232,BANUMATHY. S,Independent,494,2,496,S2223
1233,UMADEVI. S,Independent,452,1,453,S2223
1234,VARADAN. M,Independent,428,1,429,S2223
1235,MURALI. M,Independent,417,0,417,S2223
1236,SAKTHIVEL. N,Independent,414,1,415,S2223
1237,BABU. G,Independent,387,0,387,S2223
1238,JAFAR ALI. A,Independent,368,3,371,S2223
1239,PRABHU. G,Independent,354,0,354,S2223
1240,PALANIVEL. P,Independent,350,0,350,S2223
1241,ANBAZHAGAN. T,Independent,338,1,339,S2223
1242,MURUGESAN. P,Independent,327,0,327,S2223
1243,SOWMIYA. R,Independent,307,3,310,S2223
1244,SATHISHKUMAR. S,Independent,304,2,306,S2223
1245,DHURAIYARASAN. P,Independent,273,2,275,S2223
1246,VINOTH KUMAR. N,Independent,273,3,276,S2223
1247,SATHIS KUMAR. C,Independent,258,9,267,S2223
1248,THIRUGNANAM. M,Independent,253,5,258,S2223
1249,SATHISH. P,Independent,241,3,244,S2223
1250,MAHAMUNI. A,Independent,213,0,213,S2223
1251,RAJAPANDIAN. K,Independent,207,2,209,S2223
1252,JOTHIVEL. A,Independent,206,0,206,S2223
1253,BASKARAN. N,Independent,205,0,205,S2223
1254,PUSHPARAJ. N,Independent,199,0,199,S2223
1255,NARENDRAKUMAR. G,Independent,197,0,197,S2223
1256,PRASANTH. S,Independent,194,0,194,S2223
1257,SUBASH MALAYALAM. T,Independent,186,0,186,S2223
1258,NAGESVARAN. P,Independent,185,0,185,S2223
1259,DANIYA. P,Independent,165,0,165,S2223
1260,SIVAKUMAR. V,Independent,150,1,151,S2223
1261,NOTA,None of the Above,8174,101,8275,S2223
1262,ANURAG SHARMA,Bharatiya Janata Party,689438,878,690316,S2446
1263,"PRADEEP JAIN ""ADITYA""",Indian National Congress,587000,702,587702,S2446
1264,RAVI PRAKASH,Bahujan Samaj Party,63106,86,63192,S2446
1265,LAKHAN LAL,Independent,6832,0,6832,S2446
1266,RAMESH,Independent,6330,8,6338,S2446
1267,GANESH RAM,Independent,2574,1,2575,S2446
1268,CHANDAN SINGH,Apna Dal (Kamerawadi),2487,4,2491,S2446
1269,DHARMENDRA PRATAP,Independent,2299,4,2303,S2446
1270,INDRA SINGH,Independent,2076,2,2078,S2446
1271,ER. DEEPAK KUMAR VERMA,Al-Hind Party,1375,2,1377,S2446
1272,NOTA,None of the Above,15290,12,15302,S2446
1273,HARISH CHANDRA MEENA,Indian National Congress,617137,6626,623763,S2012
1274,SUKHBIR SINGH JAUNAPURIA,Bharatiya Janata Party,553309,5505,558814,S2012
1275,PRAHALAD MALI,Bahujan Samaj Party,13089,55,13144,S2012
1276,GANESH MEENA,Indian Peoples Green Party,7425,8,7433,S2012
1277,MAKHAN LAL MEENA,Independent,3314,10,3324,S2012
1278,JASRAM MEENA,Independent,3044,1,3045,S2012
1279,VIJENDRA,Aazad Samaj Party (Kanshi Ram),2669,28,2697,S2012
1280,GIRRAJ PRASAD MEENA,Independent,2512,9,2521,S2012
1281,JAGDISH PRASAD MEENA,Bharat Adivasi Party,1366,7,1373,S2012
1282,DULI CHAND SAINI,Rajasthan Raj Party,1253,11,1264,S2012
1283,JAGDISH PRASAD SHARMA,Bheem Tribal Congress,1023,6,1029,S2012
1284,NOTA,None of the Above,8105,72,8177,S2012
1285,AWADHESH PRASAD,Samajwadi Party,553549,740,554289,S2454
1286,LALLU SINGH,Bharatiya Janata Party,499002,720,499722,S2454
1287,SACHIDANAND PANDEY,Bahujan Samaj Party,46347,60,46407,S2454
1288,ARVIND SEN,Communist Party of India,15353,14,15367,S2454
1289,SUNIL KUMAR BHATT,Independent,3826,1,3827,S2454
1290,KANCHAN YADAV,Moulik Adhikar Party,2662,4,2666,S2454
1291,AMBRISH DEV GUPTA,Bharat Mahaparivar Party,2216,2,2218,S2454
1292,FAREED SALMANI,Independent,1779,1,1780,S2454
1293,LAL MANI URF L.M. TRIPATHI (BHAI SAHAB),Independent,1717,0,1717,S2454
1294,ANIL KUMAR RAVAT,Rashtriya Janshakti Samaj Party,1636,2,1638,S2454
1295,JAGAT SINGH,Independent,1252,2,1254,S2454
1296,BRAJENDRA DUTT TRIPATHI URF B. D. TRIPATHI,Adarshwaadi Congress Party,1163,10,1173,S2454
1297,ARUN KUMAR,Independent,1063,4,1067,S2454
1298,NOTA,None of the Above,7529,7,7536,S2454
1299,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,S0418
1300,HENA SHAHAB,Independent,293084,567,293651,S0418
1301,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198063,760,198823,S0418
