4625,RAJMOHAN UNNITHAN,Indian National Congress,487637,3022,490659,S111
4626,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),385969,4041,390010,S111
4627,M.L ASHWINI,Bharatiya Janata Party,217996,1562,219558,S111
4628,SUKUMARI M,Bahujan Samaj Party,1599,13,1612,S111
4629,RAJESWARI K.R,Independent,886,11,897,S111
4630,MANOHARAN K,Independent,777,27,804,S111
4631,ANEESH PAYYANNUR,Independent,744,15,759,S111
4632,BALAKRISHNAN N,Independent,594,34,628,S111
4633,N KESHAVA NAYAK,Independent,480,27,507,S111
4634,NOTA,None of the Above,7037,75,7112,S111
4635,KIRTIVARDHAN SINGH,Bharatiya Janata Party,473691,567,474258,S2459
4636,SHREYA VERMA,Samajwadi Party,427363,671,428034,S2459
4637,SAURABH,Bahujan Samaj Party,29388,41,29429,S2459
4638,RAM UJAGAR,Independent,3535,0,3535,S2459
4639,ARUNIMA PANDEY,Independent,3070,3,3073,S2459
4640,RAGHAVENDRA,Bhartiya Shakti Chetna Party,2027,1,2028,S2459
4641,RAJKUMAR,Independent,1988,1,1989,S2459
4642,VINOD KUMAR SINGH,Bhartiya Uday Nirman Party,1482,1,1483,S2459
4643,NOTA,None of the Above,9048,7,9055,S2459
4644,RAJ KUMAR ROAT,Bharat Adivasi Party,815430,5401,820831,S2020
4645,MAHENDRAJEETSINGH MALVIYA,Bharatiya Janata Party,568589,5188,573777,S2020
4646,RAJKUMAR S/O HIRALAL,Independent,74551,47,74598,S2020
4647,ARVIND SITA DAMOR,Indian National Congress,60917,294,61211,S2020
4648,RAJKUMAR S/O PREMJI,Independent,41742,48,41790,S2020
4649,BANSHILAL AHARI,Independent,17884,12,17896,S2020
4650,SHANKARLAL BAMANIYA,Indian Peoples Green Party,17169,19,17188,S2020
4651,DILEEP KUMAR MEENA,Bahujan Samaj Party,8573,18,8591,S2020
4652,NOTA,None of the Above,20892,78,20970,S2020
4653,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,S0410
4654,MUJAHID ALAM,Janata Dal  (United),342795,363,343158,S0410
4655,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,309011,253,309264,S0410
4656,BIDESHI RISHIDEV,Independent,11815,3,11818,S0410
4657,VISHWANATH TUDU,Independent,11300,2,11302,S0410
4658,MD GUFRAN JAMALI,Independent,9992,1,9993,S0410
4659,HASIRUL,Independent,9522,2,9524,S0410
4660,BABUL ALAM,Bahujan Samaj Party,7575,4,7579,S0410
4661,RAVI KUMAR ROY,Independent,7299,3,7302,S0410
4662,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha,6055,0,6055,S0410
4663,CHHOTE LAL MAHTO,Independent,3758,5,3763,S0410
4664,MOHAMMAD KAUSAR PERWEZ,Independent,3525,0,3525,S0410
4665,NOTA,None of the Above,24953,13,24966,S0410
4666,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,S0436
4667,CHANDESHWAR PRASAD,Janata Dal  (United),299044,1400,300444,S0436
4668,ARUN KUMAR,Bahujan Samaj Party,85696,684,86380,S0436
4669,MINTA DEVI,Independent,16112,11,16123,S0436
4670,MUNILAL YADAV,Independent,13021,8,13029,S0436
4671,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,12954,259,13213,S0436
4672,DEEPAK KUMAR,Jagrook Janta Party,8944,26,8970,S0436
4673,BUDDHADEV SAV,Independent,5765,8,5773,S0436
4674,NARESH KUMAR,Independent,5709,3,5712,S0436
4675,CHANDESHWAR PRASAD,Independent,5356,22,5378,S0436
4676,PIYUSH SINGH,Shoshit Samaj Dal,4611,7,4618,S0436
4677,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,3230,13,3243,S0436
4678,KAPIL CHAUHAN,Jan Janwadi Party,2954,10,2964,S0436
4679,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,2895,14,2909,S0436
4680,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),2509,15,2524,S0436
4681,NOTA,None of the Above,10960,95,11055,S0436
4682,V K SREEKANDAN,Indian National Congress,418072,3097,421169,S118
4683,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),342798,3088,345886,S118
4684,C KRISHNAKUMAR,Bharatiya Janata Party,249568,2210,251778,S118
4685,K T PADMINI,Bahujan Samaj Party,2102,30,2132,S118
4686,ANNA KURIAKOSE,Independent,1416,17,1433,S118
4687,N S K PURAM SASIKUMAR,Independent,1151,26,1177,S118
4688,RAJESH K SON OF VELANKUTTY,Independent,1033,23,1056,S118
4689,RAJESH M SON OF MANI C,Independent,947,6,953,S118
4690,SIDHEEK IRUPPASSERY,Independent,913,26,939,S118
4691,C RAJAMANICKAM,Independent,516,4,520,S118
4692,NOTA,None of the Above,8724,69,8793,S118
4693,EATALA RAJENDER,Bharatiya Janata Party,980712,10330,991042,S297
4694,PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress,593337,6230,599567,S297
4695,RAGIDI LAXMA REDDY,Bharat Rashtra Samithi,298697,1789,300486,S297
4696,THALLADA VENKATESWARLU,Independent,6784,16,6800,S297
4697,ANITHA REDDY SHEELAM,Bahujan Samaj Party,4718,61,4779,S297
4698,VAISHNAVI PRASAD,Independent,1894,18,1912,S297
4699,PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent,1831,4,1835,S297
4700,DONTHULA BIKSHAPATHI,Independent,1813,8,1821,S297
4701,BHARATHA SUDARSHAN,Independent,1639,4,1643,S297
4702,APPARAO KONDA,Rashtra Samanya Praja Party,1157,5,1162,S297
4703,MOUTAM SAMPATH,Independent,1135,2,1137,S297
4704,RAJESH MISHRA,Independent,1110,0,1110,S297
4705,BANJAPALLY SUDHA RANI,Independent,1064,5,1069,S297
4706,CHIRIPI REDDY RAMESH,Independent,986,1,987,S297
4707,PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam,930,3,933,S297
4708,BOIN DURGA PRASAD YADAV,Dharma Samaj Party,778,11,789,S297
4709,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,Social Justice Party of India,722,1,723,S297
4710,NARRA SUKHENDER REDDY,Vidhyarthula Rajakiya Party,690,4,694,S297
4711,KANTE SAYANNA,Independent,539,0,539,S297
4712,JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party,505,3,508,S297
4713,YADISHWAR NAKKA,Telangana Republican Party,492,2,494,S297
4714,R. SUBENDER SINGH,Independent,446,1,447,S297
4715,NOTA,None of the Above,13206,160,13366,S297
4716,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,S1812
4717,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,S1812
4718,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,S1812
4719,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,S1812
4720,NOTA,None of the Above,43240,28,43268,S1812
4721,SHER SINGH GHUBAYA,Indian National Congress,264712,1914,266626,S1910
4722,JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party,261273,2111,263384,S1910
4723,GURMIT SINGH SODHI,Bharatiya Janata Party,253841,1256,255097,S1910
4724,NARDEV SINGH BOBBY MANN,Shiromani Akali Dal,252327,1318,253645,S1910
4725,GURCHARAN SINGH BHULLAR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),15836,105,15941,S1910
4726,FOJI ANGREJ SINGH WARWAL,Independent,9435,43,9478,S1910
4727,SURINDER KAMBOJ,Bahujan Samaj Party,8347,86,8433,S1910
4728,JASKARAN SINGH KAHAN SINGH WALA,Independent,6480,55,6535,S1910
4729,SUKHDEV SINGH,Independent,4597,2,4599,S1910
4730,SAHIL MONGA,Independent,3705,19,3724,S1910
4731,PRITAM SINGH,Independent,3030,1,3031,S1910
4732,GURPREET SINGH,Independent,2894,3,2897,S1910
4733,ARWINDER SINGH,Independent,2556,14,2570,S1910
4734,DEEPAK KUMAR DEEP DASHANAND,Independent,2435,1,2436,S1910
4735,RAJ,Independent,2428,4,2432,S1910
4736,PREM CHAND BOONGI,Punjab National Party,1944,3,1947,S1910
4737,AJIT SINGH,Rashtriya Republican Party,1609,6,1615,S1910
4738,SURINDER KUMAR BANSAL,Independent,1537,3,1540,S1910
4739,HARPREET SINGH,Independent,1531,7,1538,S1910
4740,KULDEEP SINGH,India Praja Bandhu Party,1484,6,1490,S1910
4741,BALWINDER SINGH CHOHAN,Jan Sewa Driver Party,1366,1,1367,S1910
4742,BALWINDER SINGH,Republican Party of India (Athawale),1364,0,1364,S1910
4743,GURCHARAN SINGH,Independent,1338,4,1342,S1910
4744,UMESH KUMAR,Independent,1319,1,1320,S1910
4745,BALWANT SINGH SAMMEWALI,Nationalist Justice Party,1148,4,1152,S1910
4746,MOHAN SINGH,Independent,1075,3,1078,S1910
4747,JASKARAN SINGH SIDHU,Independent,970,1,971,S1910
4748,JASWANT SINGH KHATRI,Independent,820,1,821,S1910
4749,CHAMKAUR SINGH,Independent,638,4,642,S1910
4750,NOTA,None of the Above,5895,205,6100,S1910
4751,KISHORI LAL,Indian National Congress,536680,2548,539228,S2437
4752,SMRITI IRANI,Bharatiya Janata Party,370754,1278,372032,S2437
4753,NANHE SINGH CHAUHAN,Bahujan Samaj Party,34418,116,34534,S2437
4754,SURENDRA KUMAR,Independent,5699,0,5699,S2437
4755,DINESH CHANDRA MAURYA,Janshakti Samta Party,4569,8,4577,S2437
4756,JAGDAMBA PRASAD YADAV,Independent,4019,1,4020,S2437
4757,BHAGWANDIN PASI,Moulik Adhikar Party,2333,1,2334,S2437
4758,CHANDRAWATI,Independent,2278,13,2291,S2437
4759,MOHD HASAN LAHRI,Rashtriya Narayanwadi Vikas Party,1525,2,1527,S2437
4760,KHUSHIRAM,Independent,1401,0,1401,S2437
4761,UDAYRAJ,Independent,1300,5,1305,S2437
4762,SANTRAM,Samajhdar Party,1208,4,1212,S2437
4763,SHAILENDRA KUMAR MISHRA,Sanyogwadi Party,1124,4,1128,S2437
4764,NOTA,None of the Above,9371,12,9383,S2437
4765,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,S0425
4766,SANJAY KUMAR,Communist Party of India  (Marxist),375988,1538,377526,S0425
4767,RUPAM DEVI,Independent,27370,25,27395,S0425
4768,SONU KUMAR,Independent,24478,5,24483,S0425
4769,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19487,8,19495,S0425
4770,DR RAVI KUMAR,Bahujan Samaj Party,13894,159,14053,S0425
4771,AJAY KUMAR,Rashtriya Jansambhavna Party,8256,54,8310,S0425
4772,PRIYADARSHEE DINKAR,Independent,7892,12,7904,S0425
4773,DINANATH CHANDRAVANSHI,Independent,6142,20,6162,S0425
4774,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806,43,2849,S0425
4775,ASIF IMAM,Aadarsh Mithila Party,2434,9,2443,S0425
4776,KANCHAN MALA,Hindustan People's Party (Democratic),1478,28,1506,S0425
4777,NOTA,None of the Above,31056,55,31111,S0425
4778,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,S2522
4779,DR. ANIRBAN GANGULY,Bharatiya Janata Party,457307,2391,459698,S2522
4780,SRIJAN BHATTACHARYYA,Communist Party of India  (Marxist),256951,1761,258712,S2522
4781,NUR ALAM KHAN,All India Secular Front,83291,71,83362,S2522
4782,RANJIT KUMAR MANDAL,Independent,13021,9,13030,S2522
4783,HOSEN GAZI,Independent,4925,2,4927,S2522
4784,SANDIP NATH,Bahujan Samaj Party,4434,28,4462,S2522
4785,KALPANA NASKAR DATTA,Socialist Unity Centre Of India (COMMUNIST),4416,35,4451,S2522
4786,BALARAM MANDAL,Independent,2829,6,2835,S2522
4787,TANUSHREE MONDAL,Independent,2419,8,2427,S2522
4788,SHANKAR MANDAL,Independent,1439,3,1442,S2522
4789,SRI GOPAN SARDAR,Mulnibasi Party of India,1366,7,1373,S2522
4790,PURNIMA DEBNATH,Independent,1301,24,1325,S2522
4791,CHANDRACHUR GOSWAMI,Independent,1112,2,1114,S2522
4792,ARUN SARKAR,Independent,1107,3,1110,S2522
4793,DIPAK SARDAR,Independent,924,3,927,S2522
4794,NOTA,None of the Above,7316,99,7415,S2522
4795,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,S1331
4796,YAMINI YASHWANT JADHAV,Shiv Sena,341291,1691,342982,S1331
4797,AFZAL S. DAWOODANI,Vanchit Bahujan  Aaghadi,5575,37,5612,S1331
4798,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4440,38,4478,S1331
4799,ARVIND NARAYAN SAWANT,Independent,3065,25,3090,S1331
4800,MOHD. NAEEM SHAIKH,Aim Political Party,1709,6,1715,S1331
4801,SABEEHA KHAN,Independent,1678,16,1694,S1331
4802,GOHIL MANISHA SHIVRAM,Independent,1032,13,1045,S1331
4803,SHANKAR SONAWANE,Independent,854,8,862,S1331
4804,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,784,3,787,S1331
4805,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,563,4,567,S1331
4806,PRASHANT PRAKASH GHADGE,Independent,487,3,490,S1331
4807,MOHAMMED MAHTAB SHAIKH,Independent,455,3,458,S1331
4808,MATEEN AHMED RANGREJ,Independent,265,2,267,S1331
4809,NOTA,None of the Above,13290,121,13411,S1331
4810,E. TUKARAM,Indian National Congress,729581,1264,730845,S109
4811,B. SREERAMULU,Bharatiya Janata Party,629813,2040,631853,S109
4812,VALMIKI KRISHNAPPA,Bahujan Samaj Party,5901,10,5911,S109
4813,C. CHANNAVEERA,Karnataka Rashtra Samithi,3794,3,3797,S109
4814,CONDUCTOR PAMPAPATHI,Independent,2458,2,2460,S109
4815,VEERESH,Independent,1862,8,1870,S109
4816,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST),1739,2,1741,S109
4817,MANJUNATHA GOSAL,Prahar Janshakti Party,1319,3,1322,S109
4818,ARUN.S.HIREHAL,Independent,1281,1,1282,S109
4819,G. SWAMY,Navabharath Sena,940,4,944,S109
4820,NOTA,None of the Above,7871,18,7889,S109
4821,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,S282
4822,GANESH GODIYAL,Indian National Congress,262692,5964,268656,S282
4823,SONU KUMAR,Independent,4803,19,4822,S282
4824,ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182,379,4561,S282
4825,DHEER SINGH,Bahujan Samaj Party,4007,115,4122,S282
4826,MUKESH PRAKASH,Independent,3064,15,3079,S282
4827,SURESHI DEVI,Peoples Party of India (Democratic),1472,40,1512,S282
4828,DEEPENDRA SINGH NEGI,Independent,1408,232,1640,S282
4829,ARJUN SINGH,Akhil Bhartiya Parivar Party,1308,70,1378,S282
4830,RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168,125,1293,S282
4831,DR MUKESH PANT,Sainik Samaj Party,1121,58,1179,S282
4832,VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838,46,884,S282
4833,SHYAMLAL,Bahujan Mukti Party,743,28,771,S282
4834,NOTA,None of the Above,11224,151,11375,S282
4835,ARVIND DHARMAPURI,Bharatiya Janata Party,588244,4074,592318,S294
4836,JEEVANREDDY THATIPARTHI,Indian National Congress,480501,2576,483077,S294
4837,GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi,101929,477,102406,S294
4838,GANTA CHARITHA RAO,Independent,5707,3,5710,S294
4839,YOUGENDAR GATLA,Alliance of Democratic Reforms Party,5439,14,5453,S294
4840,KOTAGIRI SRINIVAS,Independent,5308,4,5312,S294
4841,PUPPALA LIMBADRI,Bahujan Samaj Party,4220,43,4263,S294
4842,TUTUKURU JEEVAN REDDY,Independent,4085,6,4091,S294
4843,KANDELA SUMAN,Dharma Samaj Party,3842,44,3886,S294
4844,GOLI. NARESH,Dalita Bahujana Party,3017,7,3024,S294
4845,ARE RAJENDHAR,Independent,2906,1,2907,S294
4846,KOTHAKONDA SHAKTI PRASAD,Independent,2103,3,2106,S294
4847,VEMULAA VIKRAM REDDY,Independent,2073,1,2074,S294
4848,GOPI CHENDRIAH,Independent,1721,2,1723,S294
4849,ALI MANSOOR,Anna YSR Congress Party,1454,14,1468,S294
4850,GUYYA SAIKRISHNA MURTHY,Yuga Thulasi Party,1123,6,1129,S294
4851,SYED ASGAR,Independent,1046,2,1048,S294
4852,MALAVAT VITHAL,Independent,919,0,919,S294
4853,MOGILI RAJKUMAR,India Praja Bandhu Party,825,5,830,S294
4854,RAPELLY SRINIVAS,Independent,791,2,793,S294
4855,DESHABOINA LAXMINARAYANA,Independent,723,0,723,S294
4856,ABBAGONI ASHOK GOUD,Bahujana Left Party,641,8,649,S294
4857,DEVATHI SRINIVAS,Bahujan Mukti Party,624,12,636,S294
4858,B B NAIK,Independent,581,0,581,S294
4859,BHUKYA. NANDU,Vidhyarthula Rajakiya Party,574,6,580,S294
4860,RAPALLY SATYANARAYANA,Independent,425,1,426,S294
4861,RAGI ANIL,Independent,367,8,375,S294
4862,PALAMURI SAI NIKHIL,Independent,303,4,307,S294
4863,PRASHANTH KATRAJI,Independent,284,0,284,S294
4864,NOTA,None of the Above,4440,43,4483,S294
4865,JUGAL KISHORE,Bharatiya Janata Party,677571,10017,687588,U085
4866,RAMAN BHALLA,Indian National Congress,546031,6059,552090,U085
4867,JAGDISH RAJ,Bahujan Samaj Party,10253,47,10300,U085
4868,SATISH POONCHI,Independent,5948,11,5959,U085
4869,ANKUR SHARMA,Ekam Sanatan Bharat Dal,4268,10,4278,U085
4870,NARESH KUMAR CHIB,Jammu & Kashmir National Panthers Party (Bhim),4231,12,4243,U085
4871,PRINCIPAL C D SHARMA,Independent,3256,1,3257,U085
4872,KARANJIT,Independent,3199,8,3207,U085
4873,SHABER AHMED,Independent,3174,3,3177,U085
4874,SHIKHA BANDRAL,National Awami United Party,2932,5,2937,U085
4875,DR PRINCE RAINA,Independent,2863,3,2866,U085
4876,RAJ KUMAR,Independent,2611,7,2618,U085
4877,SURINDER SINGH,Independent,2216,10,2226,U085
4878,ATUL RAINA,Independent,2063,5,2068,U085
4879,RATTAN LAL,Jammu & Kashmir People Conference,1650,1,1651,U085
4880,SWAMI DIVYA NAND,Jammu and Kashmir Nationalist People's Front,1618,2,1620,U085
4881,PERSEEN SINGH,Independent,1587,2,1589,U085
4882,NARESH KUMAR TALLA,Independent,1458,1,1459,U085
4883,GANESH CHOUDHARY,Hindustan Shakti Sena,1187,3,1190,U085
4884,VICKY KUMAR DOGRA,Independent,1163,2,1165,U085
4885,BANSI LAL,Independent,1051,8,1059,U085
4886,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc,983,1,984,U085
4887,NOTA,None of the Above,4631,14,4645,U085
4888,VISHNU DAYAL RAM,Bharatiya Janata Party,762290,8072,770362,S2713
4889,MAMTA BHUIYAN,Rashtriya Janata Dal,473668,7887,481555,S2713
4890,KAMESHWAR BAITHA,Bahujan Samaj Party,39267,733,40000,S2713
4891,SANAN RAM,Lokhit Adhikar Party,17849,26,17875,S2713
4892,GANESH RAVI,Independent,17669,30,17699,S2713
4893,BRAJESH KUMAR TURI,Rashtriya Samanta Dal,17542,24,17566,S2713
4894,VRINDA RAM,Peoples Party of India (Democratic),11205,65,11270,S2713
4895,MAHENDRA BAITHA,Socialist Unity Centre Of India (COMMUNIST),5097,18,5115,S2713
4896,RAM VACHAN RAM,Bahujan Mukti Party,4924,29,4953,S2713
4897,NOTA,None of the Above,24226,117,24343,S2713
4898,ABU TAHER KHAN,All India Trinamool Congress,681674,768,682442,S2511
4899,MD SALIM,Communist Party of India  (Marxist),517733,494,518227,S2511
4900,GOURI SANKAR GHOSH,Bharatiya Janata Party,291013,1018,292031,S2511
4901,HABIB SAIKH,All India Secular Front,12359,11,12370,S2511
4902,ASIM RAY,Bhartiya Lokmat Rashtrwadi Party,5522,12,5534,S2511
4903,SAHABUDDIN MALLIK,Independent,4156,0,4156,S2511
4904,RAFIKUL ISLAM,Independent,4064,1,4065,S2511
4905,MAHAFUJUL ALAM,Socialist Unity Centre Of India (COMMUNIST),3423,3,3426,S2511
4906,MD TAIEDUL ISLAM,Social Democratic Party Of India,3291,2,3293,S2511
4907,DHANANJOY SARKAR,Independent,1535,4,1539,S2511
4908,KRISHNA PROSAD BISWAS,Independent,1197,9,1206,S2511
4909,NOTA,None of the Above,13249,21,13270,S2511
4910,SUKHDEO BHAGAT,Indian National Congress,476112,6926,483038,S2712
4911,SAMIR ORAON,Bharatiya Janata Party,339685,4215,343900,S2712
4912,CHAMRA LINDA,Independent,45082,916,45998,S2712
4913,MAHENDRA ORAON,Communist Party of India,16776,17,16793,S2712
4914,SHANIYA ORAON,Independent,10894,17,10911,S2712
4915,GIRJANANDAN URAON,Bahujan Samaj Party,9103,45,9148,S2712
4916,MARIANUS TIGGA,Independent,9100,31,9131,S2712
4917,STEPHAN KINDO,Independent,7594,5,7599,S2712
4918,BIHARI BHAGAT,Peoples Party of India (Democratic),7558,44,7602,S2712
4919,RANJEET BHAGAT,Independent,5510,17,5527,S2712
4920,RAMCHANDRA BHAGAT,Lokhit Adhikar Party,4303,7,4310,S2712
4921,PAWAN TIGGA,Independent,3685,28,3713,S2712
4922,ARPAN DEO BHAGAT,Independent,2796,18,2814,S2712
4923,ARJUN TOPPO,Independent,2706,41,2747,S2712
4924,MANI MUNDA,Bhagidari Party(P),2490,20,2510,S2712
4925,NOTA,None of the Above,11304,80,11384,S2712
4926,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,S045
4927,ARJUN RAY,Rashtriya Janata Dal,463107,1256,464363,S045
4928,SAIQUA NAWAZ AZMAT,Independent,28911,1,28912,S045
4929,SHYAM NANDAN KISHOR PRASAD,Independent,11173,15,11188,S045
4930,BHOLA SINGH,Bahujan Samaj Party,8773,37,8810,S045
4931,UPENDRA SAHANI,Rashtriya Jansambhavna Party,8446,8,8454,S045
4932,CHANDRIKA PRASAD,Independent,7109,5,7114,S045
4933,VINOD SAH,Independent,4477,4,4481,S045
4934,KRISHNA KISHORE,Independent,3280,0,3280,S045
4935,MUSHAHID RAZA,Desh Janhit Party,2190,2,2192,S045
4936,UMESH KUMAR YADAV,Independent,2126,2,2128,S045
4937,RAJENDRA MAHTO,Karpoori Janta Dal,1976,5,1981,S045
4938,ANAND KUMAR,Independent,1787,9,1796,S045
4939,ABDUL SAMAD,Independent,1439,2,1441,S045
4940,NOTA,None of the Above,32102,31,32133,S045
4941,SARABJEET SINGH KHALSA,Independent,296922,1140,298062,S199
4942,KARAMJIT SINGH ANMOL,Aam Aadmi Party,226676,1333,228009,S199
4943,AMARJIT KAUR SAHOKE,Indian National Congress,159352,1005,160357,S199
4944,RAJWINDER SINGH DHARAMKOT,Shiromani Akali Dal,137776,475,138251,S199
4945,HANS RAJ HANS,Bharatiya Janata Party,123007,526,123533,S199
4946,GURCHARAN SINGH MANN,Communist Party of India,14935,15,14950,S199
4947,GURBAKSH SINGH CHAUHAN,Bahujan Samaj Party,8129,81,8210,S199
4948,AVTAR SINGH SAHOTA,Independent,4155,5,4160,S199
4949,KIKKAR SINGH DHALIWAL,Independent,3514,3,3517,S199
4950,KARAM SINGH MALUKA,Independent,2859,3,2862,S199
4951,RUPINDER SINGH KOHARWALA,Nationalist Justice Party,2672,5,2677,S199
4952,BALDEV SINGH GAGRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2367,28,2395,S199
4953,NIRMAL SINGH RAJEANA,Independent,2287,2,2289,S199
4954,BADAL SINGH BHALOOR,Bhartiya Rashtriya Dal,2027,1,2028,S199
4955,RAJ KUMAR CHAUHAN,Independent,1958,3,1961,S199
4956,OM PARKASH BANKA,Independent,1947,3,1950,S199
4957,CAPTAIN BAHADUR SINGH,Independent,1632,8,1640,S199
4958,MEJOR SINGH BHATTI,Jan Sewa Driver Party,1605,7,1612,S199
4959,SUKHBIR SINGH BABBAL BHATTI,Rashtriya Republican Party,1526,4,1530,S199
4960,GURMEET SINGH,Independent,1419,1,1420,S199
4961,AMRIK SINGH,Independent,1411,3,1414,S199
4962,MANPREET SHANT,Independent,1376,1,1377,S199
4963,PREM LAL,Democratic Bharatiya Samaj Party,1165,0,1165,S199
4964,PARGAT SINGH RAJEANA,Apna Samaj Party,1128,3,1131,S199
4965,JASWANT RAI RAJORA,Independent,1042,5,1047,S199
4966,DR DEV INDER GAGALANI,Republican Party of India,1035,5,1040,S199
4967,PRITAM SINGH,Bahujan Mukti Party,927,12,939,S199
4968,KULWANT KAUR,Sanjhi Virasat Party,785,1,786,S199
4969,NOTA,None of the Above,4077,66,4143,S199
4970,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,578516,5533,584049,S0613
4971,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,444156,4399,448555,S0613
4972,MAKADIA JAYANTILAL MALDEBHAI,Bahujan Samaj Party,7132,150,7282,S0613
4973,VADHER DANSING CHINABHAI,Independent,5161,28,5189,S0613
4974,DEVENDRABHAI DHANJIBHAI MOTIVARAS,Independent,2302,7,2309,S0613
4975,BORICHANGAR BHAVESH DALPATRAI,Independent,1884,24,1908,S0613
4976,DAKI NATHABHAI MENSIBHAI,Independent,1329,15,1344,S0613
4977,ISHWAR RAMBHAI SOLANKI,Right to Recall Party,1150,21,1171,S0613
4978,ALPESHKUMAR CHANDULAL TRAMBADIYA,Log Party,943,21,964,S0613
4979,GORDHANBHAI MANGABHAI GOHEL,Independent,758,17,775,S0613
4980,AARAB HASAM SUMRA,Independent,689,5,694,S0613
4981,NOTA,None of the Above,13434,579,14013,S0613
4982,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),511812,740,512552,S245
4983,OM KUMAR,Bharatiya Janata Party,359751,1328,361079,S245
4984,MANOJ KUMAR,Samajwadi Party,102104,270,102374,S245
4985,SURENDRA PAL SINGH,Bahujan Samaj Party,13212,60,13272,S245
4986,JOGENDRA,Independent,4509,9,4518,S245
4987,SANJEEV KUMAR,Independent,2195,6,2201,S245
4988,NOTA,None of the Above,5287,20,5307,S245
4989,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,510585,2517,513102,S1820
4990,BHRUGU BAXIPATRA,Biju Janata Dal,346780,846,347626,S1820
4991,RASMI RANJAN PATNAIK,Indian National Congress,129096,648,129744,S1820
4992,V CHANDRA SHEKHAR,Independent,8376,3,8379,S1820
4993,BHASKAR CHAUDHORY,Bahujan Samaj Party,5198,13,5211,S1820
4994,SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST),5121,14,5135,S1820
4995,SIRIN TAMMANA,Independent,5069,9,5078,S1820
4996,BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party,4190,11,4201,S1820
4997,RAM SANKAR SATAPATHY,Independent,3869,2,3871,S1820
4998,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,2335,8,2343,S1820
4999,SANTOSH KUMAR SAHU,All India Forward Bloc,2284,7,2291,S1820
5000,NOTA,None of the Above,15903,39,15942,S1820
5001,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,S0421
5002,SHIV CHANDRA RAM,Rashtriya Janata Dal,442553,3060,445613,S0421
5003,SURENDRA KUMAR PASWAN,Independent,17241,4,17245,S0421
5004,SHASHI SWARAJ,Bahujan Samaj Party,8591,88,8679,S0421
5005,HARIWANSH PASWAN,Independent,7113,4,7117,S0421
5006,SHAILENDRA KUMAR,Independent,6153,8,6161,S0421
5007,ASHOK KUMAR,Samata Party,4701,20,4721,S0421
5008,RANDHIR PASWAN,Independent,2671,4,2675,S0421
5009,RAJ KUMAR PASWAN,Yuva Bihar Sena,1983,7,1990,S0421
